	fxns_by_genome	category	TG9	Cluster_3B	genomes_other	Cluster_3B_other	genomes_other_percent	Cluster_3B_other_percent	genomes_total_percent
Hydrogen cyanide synthase subunit HcnB	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Inner membrane protein YghB	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
IS110 family transposase ISSam1	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
IS200/IS605 family transposase ISTel3	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
IS21 family transposase ISMyma9	3	Cloud	0	3	0	3	0	21.4285714285714	2.08333333333333
IS256 family transposase IS1553	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
IS3 family transposase ISAar4	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
IS3 family transposase ISBli17	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
IS3 family transposase ISBli35	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
IS3 family transposase ISGmo1	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
IS3 family transposase ISPfr12	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
IS3 family transposase ISPfr13	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
IS30 family transposase ISCmi3	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
IS30 family transposase ISMsm8	3	Cloud	1	2	1	1	0.775193798449612	7.14285714285714	2.08333333333333
IS4 family transposase ISAar21	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
IS4 family transposase ISMfl1	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
IS481 family transposase ISMysp5	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
IS481 family transposase ISNfa1	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
IS701 family transposase ISRhosp4	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
ISL3 family transposase ISPfr4	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
L-2-keto-3-deoxyarabonate dehydratase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
L-asparagine oxygenase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
L-cystine transport system permease protein TcyB	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Linear gramicidin dehydrogenase LgrE	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Linoleate 9/13-lipoxygenase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Lysine 6-dehydrogenase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Malate:quinone oxidoreductase	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
Metapyrocatechase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Methenyltetrahydrofolate cyclohydrolase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Methylthioacryloyl-CoA hydratase	3	Cloud	0	2	1	2	0.775193798449612	14.2857142857143	2.08333333333333
Modification methylase DpnIIA	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
Mono(2-hydroxyethyl) terephthalate hydrolase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Multifunctional cyclase-dehydratase-3-O-methyl transferase TcmN	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
N-acetylgalactosamine-6-O-sulfatase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
N-acyl homoserine lactonase AttM	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
N-carbamoyl-L-amino acid hydrolase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
N(G),N(G)-dimethylarginine dimethylaminohydrolase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
O-phosphoserine sulfhydrylase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
p-aminobenzoyl-glutamate hydrolase subunit B	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
PE-PGRS family protein PE_PGRS11	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Peptidyl-tRNA hydrolase ArfB	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Phage shock protein A 	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Phenazine biosynthesis protein PhzG	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Phenazine-1-carboxylate N-methyltransferase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Phosphate-binding protein PstS 3	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Phospholipase C 1	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Prodigiosin synthesizing transferase PigC	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Protein ChrB	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Pseudooxynicotine oxidase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
putative cadmium-transporting ATPase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
putative endoribonuclease MazF	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
putative FAD-linked oxidoreductase YvdP	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
putative glycine dehydrogenase (decarboxylating) subunit 1	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
putative glycine dehydrogenase (decarboxylating) subunit 2	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
putative HTH-type transcriptional regulator YurK	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
putative HTH-type transcriptional repressor ExuR	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
putative hydrolase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
putative oxidoreductase YjmC	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
putative phosphite transport system-binding protein PtxB	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
putative protein YesE	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
putative protein YkoJ	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
putative protein/MSMEI_2713	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
putative sphingosine-1-phosphate lyase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
putative sulfoacetate--CoA ligase	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
Putative toxin HigB2	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
RNA polymerase sigma factor RpoH	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
RutC family protein	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
S-(hydroxymethyl)glutathione dehydrogenase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
S-adenosylmethionine:tRNA ribosyltransferase-isomerase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Sensor protein CzcS	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Single-stranded DNA-binding protein 2	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
SkfA peptide export ATP-binding protein SkfE	3	Cloud	0	2	1	2	0.775193798449612	14.2857142857143	2.08333333333333
Sodium-potassium/proton antiporter ChaA	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Stress response protein SCP2	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Sulfur carrier protein CysO	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Teichoic acid translocation permease protein TagG	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Tn3 family transposase ISAzs29	3	Cloud	1	2	1	1	0.775193798449612	7.14285714285714	2.08333333333333
Tn3 family transposase TnAs3	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
Tn3 family transposase TnXo19	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
Toxin FitB	3	Cloud	0	1	2	1	1.55038759689922	7.14285714285714	2.08333333333333
Transcriptional repressor SdpR	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Trimethylamine dehydrogenase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
tRNA (adenine(37)-N6)-methyltransferase	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
tRNA-Arg(tcg)	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
tRNA-Gln(ttg)	3	Cloud	0	3	0	3	0	21.4285714285714	2.08333333333333
tRNA-Leu(gag)	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
Zinc-type alcohol dehydrogenase-like protein	3	Cloud	0	0	3	0	2.32558139534884	0	2.08333333333333
2-dehydropantoate 2-reductase	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
2-keto-3-deoxy-L-fuconate dehydrogenase	4	Cloud	0	1	3	1	2.32558139534884	7.14285714285714	2.77777777777778
2-methylcitrate dehydratase	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
3-aminobutyryl-CoA ammonia lyase	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
4-hydroxyphenylacetate 3-monooxygenase oxygenase component	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
5-keto-D-gluconate 5-reductase	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
5-methylphenazine-1-carboxylate 1-monooxygenase	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
6-aminohexanoate-dimer hydrolase	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Alpha-ketoglutaric semialdehyde dehydrogenase 2	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Benzoate--CoA ligase	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Benzoylformate decarboxylase	4	Cloud	0	2	2	2	1.55038759689922	14.2857142857143	2.77777777777778
Beta-monoglucosyldiacylglycerol synthase	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Bifunctional protein HldE	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
D-apiose dehydrogenase	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
D-xylose-binding periplasmic protein	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Glucose 1-dehydrogenase 4	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Glutamate/gamma-aminobutyrate antiporter	4	Cloud	0	1	3	1	2.32558139534884	7.14285714285714	2.77777777777778
Glutaminase 1	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Glutathione synthetase	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
HTH-type transcriptional regulator	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
HTH-type transcriptional regulator CysB	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
HTH-type transcriptional regulator TtgR	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Inner membrane transport protein YajR	4	Cloud	1	4	0	3	0	21.4285714285714	2.77777777777778
IS110 family transposase IS1110	4	Cloud	0	4	0	4	0	28.5714285714286	2.77777777777778
IS1380 family transposase ISMaa1	4	Cloud	1	1	3	0	2.32558139534884	0	2.77777777777778
IS1380 family transposase ISMgi1	4	Cloud	1	3	1	2	0.775193798449612	14.2857142857143	2.77777777777778
IS1380 family transposase ISMva3	4	Cloud	1	4	0	3	0	21.4285714285714	2.77777777777778
IS256 family transposase IS1601	4	Cloud	1	1	3	0	2.32558139534884	0	2.77777777777778
IS256 family transposase IS666	4	Cloud	1	1	3	0	2.32558139534884	0	2.77777777777778
IS3 family transposase ISAav4	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
IS3 family transposase ISTesp1	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
IS5 family transposase ISRer2	4	Cloud	0	1	3	1	2.32558139534884	7.14285714285714	2.77777777777778
IS630 family transposase ISSac1	4	Cloud	0	1	3	1	2.32558139534884	7.14285714285714	2.77777777777778
ISL3 family transposase ISMsm4	4	Cloud	0	1	3	1	2.32558139534884	7.14285714285714	2.77777777777778
L-asparagine permease 2	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Lactoylglutathione lyase	4	Cloud	0	3	1	3	0.775193798449612	21.4285714285714	2.77777777777778
Lipid A export ATP-binding/permease protein MsbA	4	Cloud	0	3	1	3	0.775193798449612	21.4285714285714	2.77777777777778
Melamine deaminase	4	Cloud	0	3	1	3	0.775193798449612	21.4285714285714	2.77777777777778
Methane monooxygenase component A alpha chain	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Methane monooxygenase regulatory protein B	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Molybdopterin synthase catalytic subunit 2	4	Cloud	0	1	3	1	2.32558139534884	7.14285714285714	2.77777777777778
N,N-dimethylformamidase beta subunit	4	Cloud	0	1	3	1	2.32558139534884	7.14285714285714	2.77777777777778
NADH:riboflavin 5'-phosphate oxidoreductase	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Phosphonoacetate hydrolase	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Protein FixA	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
putative acetoacetate decarboxylase	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Putative cystathionine beta-lyase	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
putative multidrug resistance ABC transporter ATP-binding/permease protein YheI	4	Cloud	0	1	3	1	2.32558139534884	7.14285714285714	2.77777777777778
putative NADH oxidase	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
putative protein YcjY	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Putative universal stress protein	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Ribonuclease VapC5	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Serine-protein kinase RsbW	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Thioesterase PikA5	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Toxin HigB-1	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Trans-2'-carboxybenzalpyruvate hydratase-aldolase	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
Transposon Tn7 transposition protein TnsB	4	Cloud	0	0	4	0	3.10077519379845	0	2.77777777777778
(R)-specific enoyl-CoA hydratase	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
2-oxo-Delta(3)-4,5,5-trimethylcyclopentenylacetyl-CoA monooxygenase	5	Cloud	0	1	4	1	3.10077519379845	7.14285714285714	3.47222222222222
3,6-diketocamphane 1,6-monooxygenase	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
Acid-activated urea channel	5	Cloud	0	4	1	4	0.775193798449612	28.5714285714286	3.47222222222222
Aclacinomycin-N/aclacinomycin-A oxidase	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
Alpha-pyrone synthesis polyketide synthase-like Pks11	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
Autoinducer 2 import system permease protein LsrD	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
Benzene 1,2-dioxygenase subunit alpha	5	Cloud	0	1	4	1	3.10077519379845	7.14285714285714	3.47222222222222
Cobalt transport protein CbiN	5	Cloud	0	3	2	3	1.55038759689922	21.4285714285714	3.47222222222222
Cobalt transport protein CbiQ	5	Cloud	0	3	2	3	1.55038759689922	21.4285714285714	3.47222222222222
Cyclic adenylate deaminase	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
D(-)-tartrate dehydratase	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
Dicamba O-demethylase 1, ferredoxin reductase component	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
DNA mismatch repair protein MutS	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
ECF RNA polymerase sigma factor EcfG	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
Endonuclease MutS2	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
ESX-3 secretion system protein EccA3	5	Cloud	0	4	1	4	0.775193798449612	28.5714285714286	3.47222222222222
Ethanolamine utilization protein EutN	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
Galactoside O-acetyltransferase	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
GDP-mannose:cellobiosyl-diphosphopolyprenol alpha-mannosyltransferase	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
Glc operon transcriptional activator	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
IS110 family transposase ISRhosp7	5	Cloud	0	2	3	2	2.32558139534884	14.2857142857143	3.47222222222222
IS1182 family transposase ISThsp16	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
IS1380 family transposase ISMsm11	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
IS3 family transposase IS987	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
IS3 family transposase IS999	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
IS3 family transposase ISAar3	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
IS3 family transposase ISBli34	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
IS3 family transposase ISPfr10	5	Cloud	0	1	4	1	3.10077519379845	7.14285714285714	3.47222222222222
IS30 family transposase ISBlo4	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
IS5 family transposase ISGeob7	5	Cloud	0	3	2	3	1.55038759689922	21.4285714285714	3.47222222222222
ISAs1 family transposase ISBli27	5	Cloud	0	2	3	2	2.32558139534884	14.2857142857143	3.47222222222222
ISL3 family transposase ISPfr3	5	Cloud	0	4	1	4	0.775193798449612	28.5714285714286	3.47222222222222
L-fuconate dehydratase	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
Lignostilbene-alpha,beta-dioxygenase isozyme III	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
lipid II flippase MurJ	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
Mannosyl-D-glycerate transport/metabolism system repressor MngR	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
Nuclease	5	Cloud	0	5	0	5	0	35.7142857142857	3.47222222222222
Propanediol utilization protein PduA	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
Putative antitoxin HigA2	5	Cloud	0	1	4	1	3.10077519379845	7.14285714285714	3.47222222222222
Putative ribonuclease VapC50	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
Quinolone resistance transporter	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
Serine recombinase PinR	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
Succinate-acetate/proton symporter SatP	5	Cloud	0	5	0	5	0	35.7142857142857	3.47222222222222
Teichuronic acid biosynthesis protein TuaB	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
Tn3 family transposase ISXc4	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
Transposon gamma-delta resolvase	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
Tropinesterase	5	Cloud	0	0	5	0	3.87596899224806	0	3.47222222222222
1,2-dihydroxy-3,5-cyclohexadiene-1,4-dicarboxylate dehydrogenase	6	Cloud	0	5	1	5	0.775193798449612	35.7142857142857	4.16666666666667
2-methyl-1,2-propanediol dehydrogenase	6	Cloud	0	2	4	2	3.10077519379845	14.2857142857143	4.16666666666667
2-oxoglutaramate amidase	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
4-cresol dehydrogenase [hydroxylating] flavoprotein subunit	6	Cloud	0	2	4	2	3.10077519379845	14.2857142857143	4.16666666666667
5S ribosomal RNA (partial)	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
Alpha-pyrone synthesis polyketide synthase-like Pks18	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
Anaerobic nitric oxide reductase flavorubredoxin	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
Autoinducer 2 import ATP-binding protein LsrA	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
Capreomycidine synthase	6	Cloud	1	6	0	5	0	35.7142857142857	4.16666666666667
Chromosome-partitioning ATPase Soj	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
CoA-transferase/lyase DddD	6	Cloud	0	1	5	1	3.87596899224806	7.14285714285714	4.16666666666667
Cyclic dipyrimidine nucleotide synthase	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
Endoglucanase A	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
GDP-mannose 6-dehydrogenase	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
Glutamate-pyruvate aminotransferase AlaA	6	Cloud	0	4	2	4	1.55038759689922	28.5714285714286	4.16666666666667
Hydroxyisobutyraldehyde dehydrogenase	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
IS110 family transposase ISCARN28	6	Cloud	0	2	4	2	3.10077519379845	14.2857142857143	4.16666666666667
IS110 family transposase ISLxx2	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
IS1380 family transposase ISMsm10	6	Cloud	1	5	1	4	0.775193798449612	28.5714285714286	4.16666666666667
IS21 family transposase ISPpu7	6	Cloud	0	2	4	2	3.10077519379845	14.2857142857143	4.16666666666667
IS256 family transposase IS1295	6	Cloud	0	1	5	1	3.87596899224806	7.14285714285714	4.16666666666667
IS256 family transposase ISRjo4	6	Cloud	1	1	5	0	3.87596899224806	0	4.16666666666667
Maltose O-acetyltransferase	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
Metallothiol transferase FosB	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
NAD(P)H-dependent FMN reductase	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
Neopentalenolactone D synthase	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
Nicotinamide-nucleotide adenylyltransferase	6	Cloud	0	5	1	5	0.775193798449612	35.7142857142857	4.16666666666667
Protein McrC	6	Cloud	0	3	3	3	2.32558139534884	21.4285714285714	4.16666666666667
Protein Ves	6	Cloud	0	3	3	3	2.32558139534884	21.4285714285714	4.16666666666667
putative 2-ketoarginine decarboxylase AruI	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
putative ABC transporter ATP-binding protein YknY	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
putative ABC transporter phosphonate/phosphite binding protein PhnD2	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
putative butyrate:acetyl-CoA coenzyme A-transferase	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
putative cyclic di-GMP phosphodiesterase PdeC	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
Putative cytochrome P450 138	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
Putative dioxygenase	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
putative Na( )/H( ) exchanger	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
Putative phosphinothricin acetyltransferase YwnH	6	Cloud	1	6	0	5	0	35.7142857142857	4.16666666666667
putative protein kinase UbiB	6	Cloud	1	3	3	2	2.32558139534884	14.2857142857143	4.16666666666667
Putative quinone oxidoreductase YhfP	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
putative sensor histidine kinase NarS	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
Replication-associated recombination protein A	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
Terephthalate 1,2-dioxygenase, reductase component 1	6	Cloud	0	5	1	5	0.775193798449612	35.7142857142857	4.16666666666667
Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit alpha 2	6	Cloud	0	5	1	5	0.775193798449612	35.7142857142857	4.16666666666667
Terephthalate 1,2-dioxygenase, terminal oxygenase component subunit beta 1	6	Cloud	0	5	1	5	0.775193798449612	35.7142857142857	4.16666666666667
UDP-N-acetyl-D-mannosamine dehydrogenase	6	Cloud	0	6	0	6	0	42.8571428571429	4.16666666666667
Uric acid permease PucK	6	Cloud	0	0	6	0	4.65116279069767	0	4.16666666666667
(S)-phenoxypropionate/alpha-ketoglutarate-dioxygenase	7	Cloud	0	0	7	0	5.42635658914729	0	4.86111111111111
2-amino-4,5-dihydroxy-6-oxo-7-(phosphonooxy)heptanoate synthase	7	Cloud	0	1	6	1	4.65116279069767	7.14285714285714	4.86111111111111
3-amino-4-hydroxybenzoic acid synthase	7	Cloud	0	1	6	1	4.65116279069767	7.14285714285714	4.86111111111111
4-oxalomesaconate tautomerase	7	Cloud	0	0	7	0	5.42635658914729	0	4.86111111111111
8-demethyl-8-(2,3-dimethoxy-alpha-L-rhamnosyl)-tetracenomycin-C 4'-O-methyltransferase	7	Cloud	0	0	7	0	5.42635658914729	0	4.86111111111111
Aconitate/2-methylaconitate hydratase	7	Cloud	0	1	6	1	4.65116279069767	7.14285714285714	4.86111111111111
Aklaviketone reductase DauE	7	Cloud	0	0	7	0	5.42635658914729	0	4.86111111111111
Beta-glucanase	7	Cloud	0	1	6	1	4.65116279069767	7.14285714285714	4.86111111111111
Carboxylesterase B	7	Cloud	0	0	7	0	5.42635658914729	0	4.86111111111111
Cis-3-hydroxy-L-proline dehydratase	7	Cloud	0	0	7	0	5.42635658914729	0	4.86111111111111
Cytochrome P450 116	7	Cloud	0	3	4	3	3.10077519379845	21.4285714285714	4.86111111111111
Ferredoxin-1	7	Cloud	0	0	7	0	5.42635658914729	0	4.86111111111111
Flavin-dependent trigonelline monooxygenase, oxygenase component	7	Cloud	0	6	1	6	0.775193798449612	42.8571428571429	4.86111111111111
IS1380 family transposase ISMav8	7	Cloud	1	6	1	5	0.775193798449612	35.7142857142857	4.86111111111111
IS3 family transposase ISRhosp5	7	Cloud	0	4	3	4	2.32558139534884	28.5714285714286	4.86111111111111
IS6 family transposase ISDge13	7	Cloud	0	0	7	0	5.42635658914729	0	4.86111111111111
ISL3 family transposase ISTesp2	7	Cloud	0	1	6	1	4.65116279069767	7.14285714285714	4.86111111111111
Lactose transport system permease protein LacF	7	Cloud	0	1	6	1	4.65116279069767	7.14285714285714	4.86111111111111
N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase	7	Cloud	0	0	7	0	5.42635658914729	0	4.86111111111111
N-formylmaleamate deformylase	7	Cloud	0	0	7	0	5.42635658914729	0	4.86111111111111
Nitrogenase iron protein	7	Cloud	0	0	7	0	5.42635658914729	0	4.86111111111111
Oligopeptide-binding protein AppA	7	Cloud	0	1	6	1	4.65116279069767	7.14285714285714	4.86111111111111
p-hydroxyphenylacetate 3-hydroxylase, reductase component	7	Cloud	0	0	7	0	5.42635658914729	0	4.86111111111111
Phytoene desaturase (lycopene-forming)	7	Cloud	0	0	7	0	5.42635658914729	0	4.86111111111111
putative protein adenylyltransferase Fic	7	Cloud	0	0	7	0	5.42635658914729	0	4.86111111111111
Putative serine protease HtrA	7	Cloud	1	1	6	0	4.65116279069767	0	4.86111111111111
Pyridoxal 4-dehydrogenase	7	Cloud	0	1	6	1	4.65116279069767	7.14285714285714	4.86111111111111
Sporulation-delaying protein SdpB	7	Cloud	0	0	7	0	5.42635658914729	0	4.86111111111111
Styrene monooxygenase StyA	7	Cloud	0	0	7	0	5.42635658914729	0	4.86111111111111
